Airline,Origin,Dest,typical_distance,typical_hour
OO,SFO,DFW,1464,18
OO,SFO,EGE,847,10
OO,SFO,EUG,451,16
OO,SFO,FAT,158,16
OO,SFO,FCA,844,11
OO,SFO,GEG,733,19
OO,SFO,HDN,838,10
OO,SFO,JAC,737,8
OO,SFO,LAS,414,10
OO,SFO,LAX,337,12
